  0% 0/2660 [00:00<?, ?it/s]/usr/local/lib/python3.12/dist-packages/torch/_dynamo/eval_frame.py:929: UserWarning: torch.utils.checkpoint: the use_reentrant parameter should be passed explicitly. In version 2.5 we will raise an exception if use_reentrant is not passed. use_reentrant=False is recommended, but if you need to preserve the current default behavior, you can pass use_reentrant=True. Refer to docs for more details on the differences between the two variants.
  return fn(*args, **kwargs)
                                        
{'loss': 2.2601, 'grad_norm': 1.2374781370162964, 'learning_rate': 0.00019999435079407074, 'entropy': 1.895793652534485, 'num_tokens': 7949.0, 'mean_token_accuracy': 0.629296875, 'epoch': 0.03}
{'loss': 0.3223, 'grad_norm': 1.4077246189117432, 'learning_rate': 0.00011072687494482919, 'entropy': 0.41098724603652953, 'num_tokens': 1009525.0, 'mean_token_accuracy': 0.907421875, 'epoch': 3.26}
{'loss': 0.3343, 'grad_norm': 1.4608509540557861, 'learning_rate': 0.00010955191883263732, 'entropy': 0.4238580673933029, 'num_tokens': 1017534.0, 'mean_token_accuracy': 0.905859375, 'epoch': 3.29}
{'loss': 0.3283, 'grad_norm': 1.2537347078323364, 'learning_rate': 0.00010837563035902987, 'entropy': 0.41121277809143064, 'num_tokens': 1025621.0, 'mean_token_accuracy': 0.908203125, 'epoch': 3.32}
{'loss': 0.3392, 'grad_norm': 1.394482135772705, 'learning_rate': 0.00010719817360008453, 'entropy': 0.42097956240177153, 'num_tokens': 1033830.0, 'mean_token_accuracy': 0.90625, 'epoch': 3.34}
{'loss': 0.3255, 'grad_norm': 1.3034902811050415, 'learning_rate': 0.0001060197127948386, 'entropy': 0.4068678468465805, 'num_tokens': 1042234.0, 'mean_token_accuracy': 0.910546875, 'epoch': 3.37}
{'loss': 0.3233, 'grad_norm': 1.14109468460083, 'learning_rate': 0.00010484041232238016, 'entropy': 0.4001010686159134, 'num_tokens': 1050354.0, 'mean_token_accuracy': 0.9109375, 'epoch': 3.39}
{'loss': 0.3231, 'grad_norm': 1.3581784963607788, 'learning_rate': 0.00010366043667891925, 'entropy': 0.40887240767478944, 'num_tokens': 1058747.0, 'mean_token_accuracy': 0.9078125, 'epoch': 3.42}
{'loss': 0.3535, 'grad_norm': 1.3033034801483154, 'learning_rate': 0.00010247995045484302, 'entropy': 0.42551665008068085, 'num_tokens': 1066638.0, 'mean_token_accuracy': 0.905078125, 'epoch': 3.45}
{'loss': 0.323, 'grad_norm': 1.5386900901794434, 'learning_rate': 0.00010129911831175757, 'entropy': 0.41523897349834443, 'num_tokens': 1074630.0, 'mean_token_accuracy': 0.912109375, 'epoch': 3.47}
{'loss': 0.318, 'grad_norm': 1.5204426050186157, 'learning_rate': 0.00010011810495952006, 'entropy': 0.3972422629594803, 'num_tokens': 1082900.0, 'mean_token_accuracy': 0.908203125, 'epoch': 3.5}
{'loss': 0.3079, 'grad_norm': 1.6288608312606812, 'learning_rate': 9.893707513326364e-05, 'entropy': 0.39654614925384524, 'num_tokens': 1091235.0, 'mean_token_accuracy': 0.91328125, 'epoch': 3.53}
{'loss': 0.3169, 'grad_norm': 1.3238636255264282, 'learning_rate': 9.775619357041952e-05, 'entropy': 0.39332679808139803, 'num_tokens': 1099205.0, 'mean_token_accuracy': 0.909765625, 'epoch': 3.55}
{'loss': 0.3304, 'grad_norm': 1.4422236680984497, 'learning_rate': 9.657562498773815e-05, 'entropy': 0.430446520447731, 'num_tokens': 1107275.0, 'mean_token_accuracy': 0.908203125, 'epoch': 3.58}
{'loss': 0.3402, 'grad_norm': 1.3841640949249268, 'learning_rate': 9.539553405831351e-05, 'entropy': 0.409627890586853, 'num_tokens': 1115221.0, 'mean_token_accuracy': 0.904296875, 'epoch': 3.61}
{'loss': 0.3239, 'grad_norm': 1.4745150804519653, 'learning_rate': 9.421608538861361e-05, 'entropy': 0.40340318977832795, 'num_tokens': 1123358.0, 'mean_token_accuracy': 0.90546875, 'epoch': 3.63}
{'loss': 0.3299, 'grad_norm': 1.4059019088745117, 'learning_rate': 9.303744349551997e-05, 'entropy': 0.43060203194618224, 'num_tokens': 1132146.0, 'mean_token_accuracy': 0.905859375, 'epoch': 3.66}
{'loss': 0.3443, 'grad_norm': 1.628762125968933, 'learning_rate': 9.185977278337987e-05, 'entropy': 0.4125597894191742, 'num_tokens': 1140331.0, 'mean_token_accuracy': 0.904296875, 'epoch': 3.68}
{'loss': 0.3463, 'grad_norm': 1.5275721549987793, 'learning_rate': 9.068323752107419e-05, 'entropy': 0.4191865772008896, 'num_tokens': 1148509.0, 'mean_token_accuracy': 0.900390625, 'epoch': 3.71}
{'loss': 0.3205, 'grad_norm': 1.4350916147232056, 'learning_rate': 8.950800181910429e-05, 'entropy': 0.4084555745124817, 'num_tokens': 1156406.0, 'mean_token_accuracy': 0.912890625, 'epoch': 3.74}
{'loss': 0.3296, 'grad_norm': 1.2892165184020996, 'learning_rate': 8.833422960670046e-05, 'entropy': 0.41385269463062285, 'num_tokens': 1164598.0, 'mean_token_accuracy': 0.90703125, 'epoch': 3.76}
{'loss': 0.3401, 'grad_norm': 1.370273470878601, 'learning_rate': 8.716208460895655e-05, 'entropy': 0.4113198697566986, 'num_tokens': 1172657.0, 'mean_token_accuracy': 0.905859375, 'epoch': 3.79}
{'loss': 0.3282, 'grad_norm': 1.2390148639678955, 'learning_rate': 8.599173032399221e-05, 'entropy': 0.41283429861068727, 'num_tokens': 1180615.0, 'mean_token_accuracy': 0.909765625, 'epoch': 3.82}
{'loss': 0.3497, 'grad_norm': 1.2614562511444092, 'learning_rate': 8.482333000014735e-05, 'entropy': 0.40618508458137514, 'num_tokens': 1188782.0, 'mean_token_accuracy': 0.9046875, 'epoch': 3.84}
{'loss': 0.3324, 'grad_norm': 1.6586663722991943, 'learning_rate': 8.365704661321099e-05, 'entropy': 0.41053445637226105, 'num_tokens': 1197213.0, 'mean_token_accuracy': 0.910546875, 'epoch': 3.87}
{'loss': 0.3393, 'grad_norm': 1.330147385597229, 'learning_rate': 8.249304284368872e-05, 'entropy': 0.41629754900932314, 'num_tokens': 1205345.0, 'mean_token_accuracy': 0.905859375, 'epoch': 3.89}
{'loss': 0.3151, 'grad_norm': 1.5774346590042114, 'learning_rate': 8.13314810541107e-05, 'entropy': 0.3858843266963959, 'num_tokens': 1213922.0, 'mean_token_accuracy': 0.908203125, 'epoch': 3.92}
{'loss': 0.3198, 'grad_norm': 1.203452706336975, 'learning_rate': 8.017252326638455e-05, 'entropy': 0.4039062589406967, 'num_tokens': 1221915.0, 'mean_token_accuracy': 0.9046875, 'epoch': 3.95}
{'loss': 0.3421, 'grad_norm': 1.3592519760131836, 'learning_rate': 7.901633113919537e-05, 'entropy': 0.4076049476861954, 'num_tokens': 1229811.0, 'mean_token_accuracy': 0.908984375, 'epoch': 3.97}
{'loss': 0.3338, 'grad_norm': 1.5069948434829712, 'learning_rate': 7.786306594545657e-05, 'entropy': 0.41579811573028563, 'num_tokens': 1237848.0, 'mean_token_accuracy': 0.906640625, 'epoch': 4.0}
  return fn(*args, **kwargs)
                                           
{'loss': 0.2047, 'grad_norm': 1.0081746578216553, 'learning_rate': 7.671288854981462e-05, 'entropy': 0.3099323511123657, 'num_tokens': 1246091.0, 'mean_token_accuracy': 0.942578125, 'epoch': 4.03}
{'loss': 0.1987, 'grad_norm': 1.0993825197219849, 'learning_rate': 7.556595938621058e-05, 'entropy': 0.27306115329265596, 'num_tokens': 1254164.0, 'mean_token_accuracy': 0.944140625, 'epoch': 4.05}
{'loss': 0.2049, 'grad_norm': 1.296657919883728, 'learning_rate': 7.442243843550184e-05, 'entropy': 0.2717513233423233, 'num_tokens': 1262019.0, 'mean_token_accuracy': 0.942578125, 'epoch': 4.08}
{'loss': 0.204, 'grad_norm': 0.9530918002128601, 'learning_rate': 7.328248520314675e-05, 'entropy': 0.2949064880609512, 'num_tokens': 1270444.0, 'mean_token_accuracy': 0.942578125, 'epoch': 4.11}
{'loss': 0.2069, 'grad_norm': 1.237855315208435, 'learning_rate': 7.214625869695617e-05, 'entropy': 0.27915058732032777, 'num_tokens': 1278396.0, 'mean_token_accuracy': 0.937890625, 'epoch': 4.13}
{'loss': 0.1911, 'grad_norm': 1.4207777976989746, 'learning_rate': 7.101391740491377e-05, 'entropy': 0.27188103944063186, 'num_tokens': 1286465.0, 'mean_token_accuracy': 0.9484375, 'epoch': 4.16}
{'loss': 0.2162, 'grad_norm': 1.6257972717285156, 'learning_rate': 6.988561927306927e-05, 'entropy': 0.28872303664684296, 'num_tokens': 1294374.0, 'mean_token_accuracy': 0.93671875, 'epoch': 4.18}
{'loss': 0.2107, 'grad_norm': 1.1678138971328735, 'learning_rate': 6.876152168350706e-05, 'entropy': 0.28860324025154116, 'num_tokens': 1302376.0, 'mean_token_accuracy': 0.941015625, 'epoch': 4.21}
{'loss': 0.213, 'grad_norm': 1.3918497562408447, 'learning_rate': 6.764178143239366e-05, 'entropy': 0.3010800540447235, 'num_tokens': 1310473.0, 'mean_token_accuracy': 0.93671875, 'epoch': 4.24}
{'loss': 0.2115, 'grad_norm': 1.2275121212005615, 'learning_rate': 6.65265547081067e-05, 'entropy': 0.2858531564474106, 'num_tokens': 1318426.0, 'mean_token_accuracy': 0.93828125, 'epoch': 4.26}
{'loss': 0.2097, 'grad_norm': 1.113447666168213, 'learning_rate': 6.541599706944895e-05, 'entropy': 0.288988983631134, 'num_tokens': 1326538.0, 'mean_token_accuracy': 0.942578125, 'epoch': 4.29}
{'loss': 0.2139, 'grad_norm': 1.4483145475387573, 'learning_rate': 6.431026342394973e-05, 'entropy': 0.29876254200935365, 'num_tokens': 1334652.0, 'mean_token_accuracy': 0.939453125, 'epoch': 4.32}
{'loss': 0.2013, 'grad_norm': 1.6597235202789307, 'learning_rate': 6.320950800625772e-05, 'entropy': 0.2823758959770203, 'num_tokens': 1342779.0, 'mean_token_accuracy': 0.940625, 'epoch': 4.34}
{'loss': 0.2031, 'grad_norm': 1.5031816959381104, 'learning_rate': 6.211388435662721e-05, 'entropy': 0.2736481711268425, 'num_tokens': 1350970.0, 'mean_token_accuracy': 0.942578125, 'epoch': 4.37}
{'loss': 0.2132, 'grad_norm': 1.032524585723877, 'learning_rate': 6.102354529950145e-05, 'entropy': 0.2918843001127243, 'num_tokens': 1359105.0, 'mean_token_accuracy': 0.93984375, 'epoch': 4.39}
{'loss': 0.2016, 'grad_norm': 1.0799318552017212, 'learning_rate': 5.993864292219542e-05, 'entropy': 0.27837605178356173, 'num_tokens': 1367259.0, 'mean_token_accuracy': 0.937890625, 'epoch': 4.42}
{'loss': 0.2096, 'grad_norm': 1.166602373123169, 'learning_rate': 5.885932855368221e-05, 'entropy': 0.291499038040638, 'num_tokens': 1375441.0, 'mean_token_accuracy': 0.940234375, 'epoch': 4.45}
{'loss': 0.2201, 'grad_norm': 1.2755534648895264, 'learning_rate': 5.778575274348437e-05, 'entropy': 0.28959542512893677, 'num_tokens': 1383650.0, 'mean_token_accuracy': 0.939453125, 'epoch': 4.47}
{'loss': 0.2164, 'grad_norm': 1.1846450567245483, 'learning_rate': 5.671806524067449e-05, 'entropy': 0.30088454484939575, 'num_tokens': 1391772.0, 'mean_token_accuracy': 0.9359375, 'epoch': 4.5}
{'loss': 0.2016, 'grad_norm': 1.012736201286316, 'learning_rate': 5.565641497298703e-05, 'entropy': 0.27743426859378817, 'num_tokens': 1400186.0, 'mean_token_accuracy': 0.941015625, 'epoch': 4.53}
{'loss': 0.2059, 'grad_norm': 1.4035452604293823, 'learning_rate': 5.4600950026045326e-05, 'entropy': 0.2764482915401459, 'num_tokens': 1408150.0, 'mean_token_accuracy': 0.939453125, 'epoch': 4.55}
{'loss': 0.2031, 'grad_norm': 1.0798026323318481, 'learning_rate': 5.3551817622705315e-05, 'entropy': 0.27522993832826614, 'num_tokens': 1416395.0, 'mean_token_accuracy': 0.94140625, 'epoch': 4.58}
{'loss': 0.2209, 'grad_norm': 1.2590409517288208, 'learning_rate': 5.250916410252029e-05, 'entropy': 0.29513712227344513, 'num_tokens': 1424420.0, 'mean_token_accuracy': 0.940234375, 'epoch': 4.61}
{'loss': 0.2131, 'grad_norm': 0.9912604093551636, 'learning_rate': 5.147313490132811e-05, 'entropy': 0.2953619286417961, 'num_tokens': 1432578.0, 'mean_token_accuracy': 0.93828125, 'epoch': 4.63}
{'loss': 0.2117, 'grad_norm': 1.1832836866378784, 'learning_rate': 5.044387453096544e-05, 'entropy': 0.27692618072032926, 'num_tokens': 1440634.0, 'mean_token_accuracy': 0.93828125, 'epoch': 4.66}
{'loss': 0.2152, 'grad_norm': 1.2541720867156982, 'learning_rate': 4.9421526559109886e-05, 'entropy': 0.2786978453397751, 'num_tokens': 1448748.0, 'mean_token_accuracy': 0.9390625, 'epoch': 4.68}
{'loss': 0.2067, 'grad_norm': 1.3720251321792603, 'learning_rate': 4.840623358925454e-05, 'entropy': 0.2752538099884987, 'num_tokens': 1457314.0, 'mean_token_accuracy': 0.937890625, 'epoch': 4.71}
{'loss': 0.2128, 'grad_norm': 1.3456921577453613, 'learning_rate': 4.739813724081661e-05, 'entropy': 0.2890873819589615, 'num_tokens': 1465525.0, 'mean_token_accuracy': 0.93984375, 'epoch': 4.74}
{'loss': 0.1964, 'grad_norm': 1.0220707654953003, 'learning_rate': 4.639737812938351e-05, 'entropy': 0.28726439625024797, 'num_tokens': 1473837.0, 'mean_token_accuracy': 0.944140625, 'epoch': 4.76}
{'loss': 0.2023, 'grad_norm': 1.445807933807373, 'learning_rate': 4.5404095847098996e-05, 'entropy': 0.2744724482297897, 'num_tokens': 1482104.0, 'mean_token_accuracy': 0.943359375, 'epoch': 4.79}
{'loss': 0.2103, 'grad_norm': 1.1716607809066772, 'learning_rate': 4.441842894319184e-05, 'entropy': 0.276054784655571, 'num_tokens': 1490070.0, 'mean_token_accuracy': 0.939453125, 'epoch': 4.82}
{'loss': 0.2147, 'grad_norm': 1.2614459991455078, 'learning_rate': 4.344051490465018e-05, 'entropy': 0.2793126717209816, 'num_tokens': 1498121.0, 'mean_token_accuracy': 0.93828125, 'epoch': 4.84}
{'loss': 0.2119, 'grad_norm': 0.9530959129333496, 'learning_rate': 4.247049013704394e-05, 'entropy': 0.29398908615112307, 'num_tokens': 1506156.0, 'mean_token_accuracy': 0.941015625, 'epoch': 4.87}
{'loss': 0.2096, 'grad_norm': 1.941411018371582, 'learning_rate': 4.1508489945498305e-05, 'entropy': 0.281941257417202, 'num_tokens': 1514337.0, 'mean_token_accuracy': 0.941796875, 'epoch': 4.89}
{'loss': 0.2068, 'grad_norm': 1.2305610179901123, 'learning_rate': 4.055464851582021e-05, 'entropy': 0.27371575832366946, 'num_tokens': 1522438.0, 'mean_token_accuracy': 0.94140625, 'epoch': 4.92}
{'loss': 0.1993, 'grad_norm': 1.2210224866867065, 'learning_rate': 3.9609098895781524e-05, 'entropy': 0.2802172049880028, 'num_tokens': 1531158.0, 'mean_token_accuracy': 0.941015625, 'epoch': 4.95}
{'loss': 0.2163, 'grad_norm': 1.0154235363006592, 'learning_rate': 3.8671972976560536e-05, 'entropy': 0.282928092777729, 'num_tokens': 1539222.0, 'mean_token_accuracy': 0.940234375, 'epoch': 4.97}
{'loss': 0.2122, 'grad_norm': 1.2453181743621826, 'learning_rate': 3.774340147434514e-05, 'entropy': 0.2877258867025375, 'num_tokens': 1547310.0, 'mean_token_accuracy': 0.940625, 'epoch': 5.0}
  return fn(*args, **kwargs)
                                           
{'loss': 0.1471, 'grad_norm': 0.6662518978118896, 'learning_rate': 3.682351391209952e-05, 'entropy': 0.22931863963603974, 'num_tokens': 1555397.0, 'mean_token_accuracy': 0.956640625, 'epoch': 5.03}
{'loss': 0.1459, 'grad_norm': 0.6689311265945435, 'learning_rate': 3.591243860149759e-05, 'entropy': 0.20905762910842896, 'num_tokens': 1563461.0, 'mean_token_accuracy': 0.958984375, 'epoch': 5.05}
{'loss': 0.149, 'grad_norm': 0.9764279127120972, 'learning_rate': 3.5010302625025284e-05, 'entropy': 0.21115825772285463, 'num_tokens': 1571422.0, 'mean_token_accuracy': 0.953125, 'epoch': 5.08}
{'loss': 0.1487, 'grad_norm': 1.115913987159729, 'learning_rate': 3.41172318182542e-05, 'entropy': 0.21044323742389678, 'num_tokens': 1579597.0, 'mean_token_accuracy': 0.95546875, 'epoch': 5.11}
{'loss': 0.1494, 'grad_norm': 1.2520854473114014, 'learning_rate': 3.323335075228948e-05, 'entropy': 0.21736586689949036, 'num_tokens': 1588229.0, 'mean_token_accuracy': 0.955859375, 'epoch': 5.13}
{'loss': 0.1421, 'grad_norm': 0.6815286874771118, 'learning_rate': 3.23587827163935e-05, 'entropy': 0.19992261230945588, 'num_tokens': 1596510.0, 'mean_token_accuracy': 0.9609375, 'epoch': 5.16}
{'loss': 0.1521, 'grad_norm': 0.7492254376411438, 'learning_rate': 3.149364970078912e-05, 'entropy': 0.2223588466644287, 'num_tokens': 1604488.0, 'mean_token_accuracy': 0.95859375, 'epoch': 5.18}
{'loss': 0.1495, 'grad_norm': 0.7597559690475464, 'learning_rate': 3.0638072379643356e-05, 'entropy': 0.2110069990158081, 'num_tokens': 1612696.0, 'mean_token_accuracy': 0.95546875, 'epoch': 5.21}
{'loss': 0.1475, 'grad_norm': 1.0273642539978027, 'learning_rate': 2.979217009423536e-05, 'entropy': 0.2039215922355652, 'num_tokens': 1620905.0, 'mean_token_accuracy': 0.957421875, 'epoch': 5.24}
{'loss': 0.1464, 'grad_norm': 1.1404606103897095, 'learning_rate': 2.8956060836309506e-05, 'entropy': 0.20615652203559875, 'num_tokens': 1629085.0, 'mean_token_accuracy': 0.956640625, 'epoch': 5.26}
{'loss': 0.1486, 'grad_norm': 0.75271075963974, 'learning_rate': 2.8129861231617615e-05, 'entropy': 0.21281694769859313, 'num_tokens': 1637095.0, 'mean_token_accuracy': 0.957421875, 'epoch': 5.29}
{'loss': 0.1448, 'grad_norm': 1.1582509279251099, 'learning_rate': 2.731368652365096e-05, 'entropy': 0.19989830255508423, 'num_tokens': 1645191.0, 'mean_token_accuracy': 0.95859375, 'epoch': 5.32}
{'loss': 0.147, 'grad_norm': 0.7771229147911072, 'learning_rate': 2.650765055756551e-05, 'entropy': 0.20719209760427476, 'num_tokens': 1653326.0, 'mean_token_accuracy': 0.955859375, 'epoch': 5.34}
{'loss': 0.1561, 'grad_norm': 1.0139576196670532, 'learning_rate': 2.5711865764302044e-05, 'entropy': 0.21397918462753296, 'num_tokens': 1661427.0, 'mean_token_accuracy': 0.95859375, 'epoch': 5.37}
{'loss': 0.1513, 'grad_norm': 0.7989846467971802, 'learning_rate': 2.492644314490361e-05, 'entropy': 0.21270037293434144, 'num_tokens': 1669645.0, 'mean_token_accuracy': 0.954296875, 'epoch': 5.39}
{'loss': 0.1543, 'grad_norm': 1.1592636108398438, 'learning_rate': 2.4151492255032448e-05, 'entropy': 0.2149630904197693, 'num_tokens': 1678256.0, 'mean_token_accuracy': 0.95625, 'epoch': 5.42}
{'loss': 0.151, 'grad_norm': 1.0832147598266602, 'learning_rate': 2.3387121189688366e-05, 'entropy': 0.21507319062948227, 'num_tokens': 1686245.0, 'mean_token_accuracy': 0.95546875, 'epoch': 5.45}
{'loss': 0.149, 'grad_norm': 0.8271666765213013, 'learning_rate': 2.2633436568131074e-05, 'entropy': 0.21133728176355362, 'num_tokens': 1694631.0, 'mean_token_accuracy': 0.95390625, 'epoch': 5.47}
{'loss': 0.1552, 'grad_norm': 0.8991152048110962, 'learning_rate': 2.1890543519008167e-05, 'entropy': 0.2264062985777855, 'num_tokens': 1702638.0, 'mean_token_accuracy': 0.952734375, 'epoch': 5.5}
{'loss': 0.1543, 'grad_norm': 1.0496826171875, 'learning_rate': 2.1158545665691288e-05, 'entropy': 0.20444577187299728, 'num_tokens': 1710578.0, 'mean_token_accuracy': 0.955078125, 'epoch': 5.53}
{'loss': 0.1453, 'grad_norm': 0.9496120810508728, 'learning_rate': 2.043754511182191e-05, 'entropy': 0.2038195788860321, 'num_tokens': 1718761.0, 'mean_token_accuracy': 0.959765625, 'epoch': 5.55}
{'loss': 0.1498, 'grad_norm': 0.8408756256103516, 'learning_rate': 1.972764242706936e-05, 'entropy': 0.19951247423887253, 'num_tokens': 1726928.0, 'mean_token_accuracy': 0.95703125, 'epoch': 5.58}
{'loss': 0.1463, 'grad_norm': 0.8010950088500977, 'learning_rate': 1.9028936633102723e-05, 'entropy': 0.20810575187206268, 'num_tokens': 1735014.0, 'mean_token_accuracy': 0.95546875, 'epoch': 5.61}
{'loss': 0.1534, 'grad_norm': 0.7840988636016846, 'learning_rate': 1.834152518977875e-05, 'entropy': 0.2058260664343834, 'num_tokens': 1743041.0, 'mean_token_accuracy': 0.955078125, 'epoch': 5.63}
{'loss': 0.1537, 'grad_norm': 0.7984446287155151, 'learning_rate': 1.7665503981547428e-05, 'entropy': 0.2086025208234787, 'num_tokens': 1751221.0, 'mean_token_accuracy': 0.955078125, 'epoch': 5.66}
{'loss': 0.1537, 'grad_norm': 0.804690957069397, 'learning_rate': 1.7000967304077474e-05, 'entropy': 0.22042282670736313, 'num_tokens': 1759230.0, 'mean_token_accuracy': 0.954296875, 'epoch': 5.68}
{'loss': 0.1537, 'grad_norm': 0.8015376329421997, 'learning_rate': 1.6348007851103397e-05, 'entropy': 0.2084410160779953, 'num_tokens': 1767504.0, 'mean_token_accuracy': 0.95703125, 'epoch': 5.71}
{'loss': 0.1525, 'grad_norm': 1.0526243448257446, 'learning_rate': 1.570671670149594e-05, 'entropy': 0.21698475182056426, 'num_tokens': 1775642.0, 'mean_token_accuracy': 0.955078125, 'epoch': 5.74}
{'loss': 0.1473, 'grad_norm': 0.9060512781143188, 'learning_rate': 1.5077183306557985e-05, 'entropy': 0.2190796211361885, 'num_tokens': 1783990.0, 'mean_token_accuracy': 0.957421875, 'epoch': 5.76}
{'loss': 0.1474, 'grad_norm': 0.9204459190368652, 'learning_rate': 1.4459495477547048e-05, 'entropy': 0.2003874585032463, 'num_tokens': 1791895.0, 'mean_token_accuracy': 0.957421875, 'epoch': 5.79}
{'loss': 0.1539, 'grad_norm': 0.997682511806488, 'learning_rate': 1.3853739373427132e-05, 'entropy': 0.20580098181962966, 'num_tokens': 1800110.0, 'mean_token_accuracy': 0.95625, 'epoch': 5.82}
{'loss': 0.1542, 'grad_norm': 0.8418149352073669, 'learning_rate': 1.3259999488850472e-05, 'entropy': 0.21883223056793213, 'num_tokens': 1808241.0, 'mean_token_accuracy': 0.956640625, 'epoch': 5.84}
{'loss': 0.1538, 'grad_norm': 0.9944174289703369, 'learning_rate': 1.2678358642371912e-05, 'entropy': 0.21330924332141876, 'num_tokens': 1816257.0, 'mean_token_accuracy': 0.95546875, 'epoch': 5.87}
{'loss': 0.1529, 'grad_norm': 1.415744662284851, 'learning_rate': 1.2108897964896581e-05, 'entropy': 0.20506073534488678, 'num_tokens': 1824286.0, 'mean_token_accuracy': 0.95703125, 'epoch': 5.89}
{'loss': 0.155, 'grad_norm': 1.1197367906570435, 'learning_rate': 1.1551696888363595e-05, 'entropy': 0.20723331719636917, 'num_tokens': 1832374.0, 'mean_token_accuracy': 0.9515625, 'epoch': 5.92}
{'loss': 0.1539, 'grad_norm': 1.0024100542068481, 'learning_rate': 1.1006833134666083e-05, 'entropy': 0.22772302776575087, 'num_tokens': 1840573.0, 'mean_token_accuracy': 0.955859375, 'epoch': 5.95}
{'loss': 0.1516, 'grad_norm': 0.9871014952659607, 'learning_rate': 1.0474382704810237e-05, 'entropy': 0.21108781695365905, 'num_tokens': 1848835.0, 'mean_token_accuracy': 0.951171875, 'epoch': 5.97}
{'loss': 0.1586, 'grad_norm': 0.8956273198127747, 'learning_rate': 9.954419868314112e-06, 'entropy': 0.2146609231829643, 'num_tokens': 1856772.0, 'mean_token_accuracy': 0.954296875, 'epoch': 6.0}
  return fn(*args, **kwargs)
                                         
{'loss': 0.1308, 'grad_norm': 0.6022019386291504, 'learning_rate': 9.447017152848125e-06, 'entropy': 0.19210405945777892, 'num_tokens': 1864755.0, 'mean_token_accuracy': 0.96328125, 'epoch': 6.03}
{'loss': 0.1268, 'grad_norm': 0.7182319760322571, 'learning_rate': 8.952245334118414e-06, 'entropy': 0.19141902923583984, 'num_tokens': 1872803.0, 'mean_token_accuracy': 0.96015625, 'epoch': 6.05}
{'loss': 0.1324, 'grad_norm': 0.7569894790649414, 'learning_rate': 8.470173425994577e-06, 'entropy': 0.1843646541237831, 'num_tokens': 1880876.0, 'mean_token_accuracy': 0.96015625, 'epoch': 6.08}
{'loss': 0.1302, 'grad_norm': 0.7248691916465759, 'learning_rate': 8.00086867088321e-06, 'entropy': 0.18536024540662766, 'num_tokens': 1888933.0, 'mean_token_accuracy': 0.962109375, 'epoch': 6.11}
{'loss': 0.1321, 'grad_norm': 0.6409200429916382, 'learning_rate': 7.5443965303484855e-06, 'entropy': 0.182831335067749, 'num_tokens': 1897088.0, 'mean_token_accuracy': 0.9625, 'epoch': 6.13}
{'loss': 0.1318, 'grad_norm': 0.8203088045120239, 'learning_rate': 7.100820675981235e-06, 'entropy': 0.18063573241233827, 'num_tokens': 1905109.0, 'mean_token_accuracy': 0.96015625, 'epoch': 6.16}
{'loss': 0.1309, 'grad_norm': 0.6991385221481323, 'learning_rate': 6.6702029805175595e-06, 'entropy': 0.18521730601787567, 'num_tokens': 1913154.0, 'mean_token_accuracy': 0.958984375, 'epoch': 6.18}
{'loss': 0.1283, 'grad_norm': 0.6743619441986084, 'learning_rate': 6.252603509208466e-06, 'entropy': 0.1804010584950447, 'num_tokens': 1921358.0, 'mean_token_accuracy': 0.9625, 'epoch': 6.21}
{'loss': 0.1305, 'grad_norm': 0.6927663683891296, 'learning_rate': 5.848080511441578e-06, 'entropy': 0.19199125915765763, 'num_tokens': 1929367.0, 'mean_token_accuracy': 0.962890625, 'epoch': 6.24}
{'loss': 0.1287, 'grad_norm': 0.6571866869926453, 'learning_rate': 5.4566904126161726e-06, 'entropy': 0.18019025325775145, 'num_tokens': 1937361.0, 'mean_token_accuracy': 0.959765625, 'epoch': 6.26}
{'loss': 0.1293, 'grad_norm': 0.6788429021835327, 'learning_rate': 5.078487806272592e-06, 'entropy': 0.18801712840795518, 'num_tokens': 1945531.0, 'mean_token_accuracy': 0.959375, 'epoch': 6.29}
{'loss': 0.1285, 'grad_norm': 0.9215160012245178, 'learning_rate': 4.713525446477196e-06, 'entropy': 0.181026628613472, 'num_tokens': 1953699.0, 'mean_token_accuracy': 0.96328125, 'epoch': 6.32}
{'loss': 0.1332, 'grad_norm': 0.8013521432876587, 'learning_rate': 4.361854240463892e-06, 'entropy': 0.185733625292778, 'num_tokens': 1961672.0, 'mean_token_accuracy': 0.958984375, 'epoch': 6.34}
{'loss': 0.1241, 'grad_norm': 0.5838767290115356, 'learning_rate': 4.023523241533267e-06, 'entropy': 0.18336891233921052, 'num_tokens': 1970403.0, 'mean_token_accuracy': 0.962109375, 'epoch': 6.37}
{'loss': 0.134, 'grad_norm': 0.7063223123550415, 'learning_rate': 3.698579642210398e-06, 'entropy': 0.18136778622865676, 'num_tokens': 1978589.0, 'mean_token_accuracy': 0.96328125, 'epoch': 6.39}
{'loss': 0.131, 'grad_norm': 0.7952700257301331, 'learning_rate': 3.387068767662005e-06, 'entropy': 0.17413511723279954, 'num_tokens': 1986616.0, 'mean_token_accuracy': 0.96015625, 'epoch': 6.42}
{'loss': 0.1317, 'grad_norm': 0.7623193264007568, 'learning_rate': 3.0890340693743634e-06, 'entropy': 0.19439373761415482, 'num_tokens': 1994615.0, 'mean_token_accuracy': 0.96171875, 'epoch': 6.45}
{'loss': 0.1261, 'grad_norm': 0.5679996013641357, 'learning_rate': 2.804517119092287e-06, 'entropy': 0.18822795897722244, 'num_tokens': 2002927.0, 'mean_token_accuracy': 0.960546875, 'epoch': 6.47}
